,iso_code,location,region,date,week,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,tests_units,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_100k
1,ABW,Aruba,South/Latin America,3/13/2020,1,2,2,0,0,18.733,18.733,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
2,ABW,Aruba,South/Latin America,3/20/2020,2,4,2,0,0,37.465,18.733,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
3,ABW,Aruba,South/Latin America,3/24/2020,2,12,8,0,0,112.395,74.93,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
4,ABW,Aruba,South/Latin America,3/25/2020,2,17,5,0,0,159.227,46.831,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
5,ABW,Aruba,South/Latin America,3/26/2020,2,19,2,0,0,177.959,18.733,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
6,ABW,Aruba,South/Latin America,3/27/2020,3,28,9,0,0,262.256,84.296,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
7,ABW,Aruba,South/Latin America,3/28/2020,3,28,0,0,0,262.256,0,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
8,ABW,Aruba,South/Latin America,3/29/2020,3,28,0,0,0,262.256,0,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
9,ABW,Aruba,South/Latin America,3/30/2020,3,50,22,0,0,468.314,206.058,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
10,ABW,Aruba,South/Latin America,4/1/2020,3,55,5,0,0,515.145,46.831,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
11,ABW,Aruba,South/Latin America,4/2/2020,3,55,0,0,0,515.145,0,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
12,ABW,Aruba,South/Latin America,4/3/2020,4,60,5,0,0,561.977,46.831,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
13,ABW,Aruba,South/Latin America,4/4/2020,4,62,2,0,0,580.709,18.733,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
14,ABW,Aruba,South/Latin America,4/5/2020,4,64,2,0,0,599.442,18.733,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
15,ABW,Aruba,South/Latin America,4/6/2020,4,64,0,0,0,599.442,0,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
16,ABW,Aruba,South/Latin America,4/7/2020,4,71,7,0,0,665.006,65.564,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
17,ABW,Aruba,South/Latin America,4/8/2020,4,74,3,0,0,693.105,28.099,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
18,ABW,Aruba,South/Latin America,4/9/2020,4,77,3,0,0,721.203,28.099,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
19,ABW,Aruba,South/Latin America,4/10/2020,5,82,5,0,0,768.035,46.831,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
20,ABW,Aruba,South/Latin America,4/11/2020,5,86,4,0,0,805.5,37.465,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
21,ABW,Aruba,South/Latin America,4/12/2020,5,92,6,0,0,861.698,56.198,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
22,ABW,Aruba,South/Latin America,4/13/2020,5,92,0,0,0,861.698,0,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
23,ABW,Aruba,South/Latin America,4/14/2020,5,92,0,0,0,861.698,0,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
24,ABW,Aruba,South/Latin America,4/15/2020,5,92,0,0,0,861.698,0,0,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
25,ABW,Aruba,South/Latin America,4/16/2020,5,93,1,1,1,871.064,9.366,9.366,9.366,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
26,ABW,Aruba,South/Latin America,4/17/2020,6,95,2,1,0,889.796,18.733,9.366,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
27,ABW,Aruba,South/Latin America,4/18/2020,6,96,1,2,1,899.163,9.366,18.733,9.366,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
28,ABW,Aruba,South/Latin America,4/19/2020,6,96,0,2,0,899.163,0,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
29,ABW,Aruba,South/Latin America,4/20/2020,6,97,1,2,0,908.529,9.366,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
30,ABW,Aruba,South/Latin America,4/21/2020,6,97,0,2,0,908.529,0,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
31,ABW,Aruba,South/Latin America,4/22/2020,6,97,0,2,0,908.529,0,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
32,ABW,Aruba,South/Latin America,4/23/2020,6,100,3,2,0,936.628,28.099,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
33,ABW,Aruba,South/Latin America,4/24/2020,7,100,0,2,0,936.628,0,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
34,ABW,Aruba,South/Latin America,4/25/2020,7,100,0,2,0,936.628,0,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
35,ABW,Aruba,South/Latin America,4/26/2020,7,100,0,2,0,936.628,0,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
36,ABW,Aruba,South/Latin America,4/27/2020,7,100,0,2,0,936.628,0,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
37,ABW,Aruba,South/Latin America,4/28/2020,7,100,0,2,0,936.628,0,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
38,ABW,Aruba,South/Latin America,4/29/2020,7,100,0,2,0,936.628,0,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
39,ABW,Aruba,South/Latin America,4/30/2020,7,100,0,2,0,936.628,0,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
40,ABW,Aruba,South/Latin America,5/1/2020,8,100,0,2,0,936.628,0,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
41,ABW,Aruba,South/Latin America,5/2/2020,8,100,0,2,0,936.628,0,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
42,ABW,Aruba,South/Latin America,5/3/2020,8,100,0,2,0,936.628,0,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
43,ABW,Aruba,South/Latin America,5/4/2020,8,100,0,2,0,936.628,0,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
44,ABW,Aruba,South/Latin America,5/5/2020,8,100,0,2,0,936.628,0,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
45,ABW,Aruba,South/Latin America,5/6/2020,8,100,0,2,0,936.628,0,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
46,ABW,Aruba,South/Latin America,5/7/2020,8,101,1,2,0,945.994,9.366,18.733,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
47,ABW,Aruba,South/Latin America,5/8/2020,9,101,0,3,1,945.994,0,28.099,9.366,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
48,ABW,Aruba,South/Latin America,5/9/2020,9,101,0,3,0,945.994,0,28.099,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
49,ABW,Aruba,South/Latin America,5/10/2020,9,101,0,3,0,945.994,0,28.099,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
50,ABW,Aruba,South/Latin America,5/11/2020,9,101,0,3,0,945.994,0,28.099,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
51,ABW,Aruba,South/Latin America,5/12/2020,9,101,0,3,0,945.994,0,28.099,0,NA,NA,NA,NA,,106766,584.8,41.2,13.085,7.452,35973.781,NA,NA,11.62,NA,NA,NA,NA
52,AFG,Afghanistan,Asia & Pacific,12/31/2019,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
53,AFG,Afghanistan,Asia & Pacific,1/1/2020,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
54,AFG,Afghanistan,Asia & Pacific,1/2/2020,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
55,AFG,Afghanistan,Asia & Pacific,1/3/2020,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
56,AFG,Afghanistan,Asia & Pacific,1/4/2020,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
57,AFG,Afghanistan,Asia & Pacific,1/5/2020,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
58,AFG,Afghanistan,Asia & Pacific,1/6/2020,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
59,AFG,Afghanistan,Asia & Pacific,1/7/2020,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
60,AFG,Afghanistan,Asia & Pacific,1/8/2020,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
61,AFG,Afghanistan,Asia & Pacific,1/9/2020,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
62,AFG,Afghanistan,Asia & Pacific,1/10/2020,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
63,AFG,Afghanistan,Asia & Pacific,1/11/2020,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
64,AFG,Afghanistan,Asia & Pacific,1/12/2020,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
65,AFG,Afghanistan,Asia & Pacific,1/13/2020,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
66,AFG,Afghanistan,Asia & Pacific,1/14/2020,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
67,AFG,Afghanistan,Asia & Pacific,1/15/2020,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
68,AFG,Afghanistan,Asia & Pacific,1/16/2020,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
69,AFG,Afghanistan,Asia & Pacific,1/17/2020,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
70,AFG,Afghanistan,Asia & Pacific,1/18/2020,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
71,AFG,Afghanistan,Asia & Pacific,1/19/2020,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
72,AFG,Afghanistan,Asia & Pacific,1/20/2020,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
73,AFG,Afghanistan,Asia & Pacific,1/21/2020,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
74,AFG,Afghanistan,Asia & Pacific,1/22/2020,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
75,AFG,Afghanistan,Asia & Pacific,1/23/2020,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
76,AFG,Afghanistan,Asia & Pacific,1/24/2020,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
77,AFG,Afghanistan,Asia & Pacific,1/25/2020,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
78,AFG,Afghanistan,Asia & Pacific,1/26/2020,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
79,AFG,Afghanistan,Asia & Pacific,1/27/2020,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
80,AFG,Afghanistan,Asia & Pacific,1/28/2020,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
81,AFG,Afghanistan,Asia & Pacific,1/29/2020,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
82,AFG,Afghanistan,Asia & Pacific,1/30/2020,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
83,AFG,Afghanistan,Asia & Pacific,1/31/2020,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
84,AFG,Afghanistan,Asia & Pacific,2/1/2020,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
85,AFG,Afghanistan,Asia & Pacific,2/2/2020,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
86,AFG,Afghanistan,Asia & Pacific,2/3/2020,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
87,AFG,Afghanistan,Asia & Pacific,2/4/2020,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
88,AFG,Afghanistan,Asia & Pacific,2/5/2020,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
89,AFG,Afghanistan,Asia & Pacific,2/6/2020,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
90,AFG,Afghanistan,Asia & Pacific,2/7/2020,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
91,AFG,Afghanistan,Asia & Pacific,2/8/2020,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
92,AFG,Afghanistan,Asia & Pacific,2/9/2020,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
93,AFG,Afghanistan,Asia & Pacific,2/10/2020,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
94,AFG,Afghanistan,Asia & Pacific,2/11/2020,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
95,AFG,Afghanistan,Asia & Pacific,2/12/2020,7,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
96,AFG,Afghanistan,Asia & Pacific,2/13/2020,7,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
97,AFG,Afghanistan,Asia & Pacific,2/14/2020,7,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
98,AFG,Afghanistan,Asia & Pacific,2/15/2020,7,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
99,AFG,Afghanistan,Asia & Pacific,2/16/2020,7,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
100,AFG,Afghanistan,Asia & Pacific,2/17/2020,7,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
101,AFG,Afghanistan,Asia & Pacific,2/18/2020,7,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
102,AFG,Afghanistan,Asia & Pacific,2/19/2020,8,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
103,AFG,Afghanistan,Asia & Pacific,2/20/2020,8,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
104,AFG,Afghanistan,Asia & Pacific,2/21/2020,8,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
105,AFG,Afghanistan,Asia & Pacific,2/22/2020,8,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
106,AFG,Afghanistan,Asia & Pacific,2/23/2020,8,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
107,AFG,Afghanistan,Asia & Pacific,2/24/2020,8,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
108,AFG,Afghanistan,Asia & Pacific,2/25/2020,8,1,1,0,0,0.026,0.026,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
109,AFG,Afghanistan,Asia & Pacific,2/26/2020,9,1,0,0,0,0.026,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
110,AFG,Afghanistan,Asia & Pacific,2/27/2020,9,1,0,0,0,0.026,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
111,AFG,Afghanistan,Asia & Pacific,2/28/2020,9,1,0,0,0,0.026,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
112,AFG,Afghanistan,Asia & Pacific,2/29/2020,9,1,0,0,0,0.026,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
113,AFG,Afghanistan,Asia & Pacific,3/1/2020,9,1,0,0,0,0.026,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
114,AFG,Afghanistan,Asia & Pacific,3/2/2020,9,1,0,0,0,0.026,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
115,AFG,Afghanistan,Asia & Pacific,3/8/2020,10,4,3,0,0,0.103,0.077,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
116,AFG,Afghanistan,Asia & Pacific,3/11/2020,11,7,3,0,0,0.18,0.077,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
117,AFG,Afghanistan,Asia & Pacific,3/15/2020,11,10,3,0,0,0.257,0.077,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
118,AFG,Afghanistan,Asia & Pacific,3/16/2020,11,16,6,0,0,0.411,0.154,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
119,AFG,Afghanistan,Asia & Pacific,3/17/2020,12,21,5,0,0,0.539,0.128,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
120,AFG,Afghanistan,Asia & Pacific,3/18/2020,12,22,1,0,0,0.565,0.026,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
121,AFG,Afghanistan,Asia & Pacific,3/19/2020,12,22,0,0,0,0.565,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
122,AFG,Afghanistan,Asia & Pacific,3/20/2020,12,22,0,0,0,0.565,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
123,AFG,Afghanistan,Asia & Pacific,3/21/2020,12,24,2,0,0,0.617,0.051,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
124,AFG,Afghanistan,Asia & Pacific,3/22/2020,12,24,0,0,0,0.617,0,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
125,AFG,Afghanistan,Asia & Pacific,3/23/2020,12,34,10,0,0,0.873,0.257,0,0,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
126,AFG,Afghanistan,Asia & Pacific,3/24/2020,13,40,6,1,1,1.028,0.154,0.026,0.026,NA,NA,NA,NA,,38928341,54.422,18.6,2.581,1.337,1803.987,NA,597.029,9.59,NA,NA,37.746,0.5
